Player,Maps,Rounds,K-D Diff,K/D,Rating1.0,deaths,kills,abates_por_rounds,mortes_por_rounds,classificacao,dano_por_round,rounds_vivo_vitoria,clutchs_ganhos,grau_consistencia
kioShiMa,804,21305,-166,0.99,0.96,16599.999999999985,16433.999999999985,0.7713682234217313,0.7791598216381125,0.96,72.0,38.27277699816473,3.0,5.998855257378816
Furlan,1438,38224,-1303,0.95,0.96,26059.999999999978,24756.999999999978,0.6476820845542062,0.6817706153202171,0.96,72.0,49.622055250893865,3.0,5.499999999999997
xseveN,893,23863,-493,0.97,0.96,16433.333333333318,15940.333333333318,0.6679936861808372,0.6886532847225125,0.96,72.0,48.819981457282495,3.0,5.499999999999997
bodyy,1297,33759,-901,0.96,0.96,22524.99999999998,21623.99999999998,0.6405403003643467,0.6672294795461946,0.96,72.0,51.3166105537824,3.0,5.499999999999997
apEX,1676,43915,-1334,0.96,0.96,33349.99999999997,32015.99999999997,0.7290447455311391,0.7594216099282699,0.96,72.0,40.57297499110306,3.0,5.319708464375926
mopoz,967,25626,-957,0.95,0.96,19139.99999999998,18182.99999999998,0.7095527979395919,0.7468976820416757,0.96,72.0,42.03245441162642,3.0,4.984967721156612
gade,777,20590,-610,0.96,0.96,15249.999999999987,14639.999999999987,0.7110247693054875,0.7406508013598828,0.96,72.0,42.76043638981242,3.0,5.011404812693159
v1c7oR,1092,28766,-895,0.96,0.96,22374.99999999998,21479.99999999998,0.7467148717235619,0.7778279913787104,0.96,72.0,38.42798220797022,3.0,5.599700376847486
Edward,763,20137,-364,0.97,0.96,12133.333333333323,11769.333333333323,0.5844630944695497,0.6025392726490204,0.96,72.0,58.85530181188889,3.0,5.499999999999998
gla1ve,1573,41255,-803,0.97,0.96,26766.666666666642,25963.666666666642,0.6293459378661167,0.6488102452228007,0.96,72.0,53.46310115004065,3.0,5.4999999999999964
RUSH,1236,32353,-860,0.96,0.96,21499.99999999998,20639.99999999998,0.6379624764318604,0.664544246283188,0.96,72.0,51.62953495914071,3.0,5.499999999999996
Jerry,1320,35699,-898,0.96,0.96,22449.99999999998,21551.99999999998,0.6037143897588163,0.6288691559987669,0.96,72.0,55.786941530537426,3.0,5.4999999999999964
VINI,895,23272,-703,0.95,0.95,14059.999999999987,13356.999999999987,0.5739515297353037,0.6041595049845302,0.95,71.25,58.18597318785954,3.0,5.499999999999997
facecrack,789,21350,-1027,0.93,0.95,14671.428571428582,13644.428571428582,0.6390833054533294,0.6871863499498164,0.95,71.25,48.61120375771612,3.0,5.4999999999999964
ANGE1,902,23617,-1290,0.93,0.95,18428.571428571442,17138.571428571442,0.7256879124601534,0.7803095832904875,0.95,71.25,37.872104997560115,3.0,5.113561033545599
AdreN,1024,27424,-1000,0.95,0.95,19999.99999999998,18999.99999999998,0.6928238039673272,0.7292882147024498,0.95,71.25,43.75595907445626,3.0,4.696350351926586
LUCAS1,726,19015,-596,0.95,0.95,11919.999999999989,11323.999999999989,0.595529844859321,0.6268735209045485,0.95,71.25,55.56656177510849,3.0,5.499999999999997
bubble,1382,36559,-1018,0.96,0.95,25449.999999999978,24431.999999999978,0.6682896140485237,0.6961350146338788,0.95,71.25,47.57923149508963,3.0,5.4999999999999964
Spiidi,1494,40037,-1062,0.96,0.95,26549.999999999978,25487.999999999978,0.6366111347004015,0.6631365986462516,0.95,71.25,51.38465400359985,3.0,5.4999999999999964
RuStY,793,21680,-734,0.95,0.95,14679.999999999987,13945.999999999987,0.6432656826568259,0.6771217712177116,0.95,71.25,49.77186475611633,3.0,5.499999999999997
JACKZ,915,24673,-914,0.95,0.95,18279.999999999985,17365.999999999985,0.7038463097312846,0.7408908523487207,0.95,71.25,42.41792701637921,3.0,4.740302121230944
MUTiRiS,812,20891,-631,0.95,0.94,12619.999999999989,11988.999999999989,0.5738834904983002,0.6040878847350528,0.94,70.5,57.713631194556825,3.0,5.499999999999997
chopper,1148,29961,-1004,0.95,0.94,20079.99999999998,19075.99999999998,0.6366943693468169,0.6702045993124389,0.94,70.5,50.16922083639338,3.0,5.499999999999996
k1to,1236,32950,-1652,0.93,0.94,23600.00000000002,21948.00000000002,0.6661001517450689,0.7162367223065256,0.94,70.5,44.91661220717357,3.0,5.426578921860531
arT,911,23670,-1331,0.92,0.94,16637.500000000007,15306.500000000007,0.6466624419095905,0.7028939585973809,0.94,70.5,46.43912108223235,3.0,5.499999999999997
stanislaw,1186,30906,-1124,0.95,0.94,22479.99999999998,21355.99999999998,0.6909985116158669,0.7273668543324915,0.94,70.5,43.64658111320351,3.0,4.582097161778025
roman,795,20421,-873,0.94,0.94,14549.999999999987,13676.999999999987,0.6697517261642421,0.7125018363449384,0.94,70.5,45.342790557311915,3.0,5.4999999999999964
Lack1,1015,26255,-1414,0.92,0.94,17675.000000000007,16261.000000000007,0.6193486954865742,0.6732051037897546,0.94,70.5,49.82684089203179,3.0,5.499999999999997
ZEDKO,766,20203,-897,0.93,0.94,12814.285714285723,11917.285714285723,0.589877033821003,0.6342763804526913,0.94,70.5,54.268898629647694,3.0,5.499999999999997
phr,819,21964,-832,0.94,0.94,13866.666666666655,13034.666666666655,0.5934559582346866,0.6313361257815815,0.94,70.5,54.60440362166292,3.0,5.4999999999999964
NickelBack,948,25523,-1114,0.94,0.93,18566.66666666665,17452.66666666665,0.6838015384816303,0.7274484451932237,0.93,69.75,43.30641816165125,3.0,4.499834239995339
SPELLAN,754,19812,-935,0.93,0.93,13357.142857142866,12422.142857142866,0.6270009518041019,0.6741945718323675,0.93,69.75,49.318437017303644,3.0,5.499999999999997
Boombl4,1018,26502,-1401,0.92,0.93,17512.500000000007,16111.500000000007,0.6079352501697988,0.6607991849671726,0.93,69.75,50.83068980437518,3.0,5.499999999999997
tiziaN,1194,32089,-1483,0.93,0.92,21185.7142857143,19702.7142857143,0.614002128010044,0.6602173419462838,0.92,69.0,50.483910852046904,3.0,5.499999999999997
Snappi,1642,42898,-2196,0.92,0.92,27450.000000000015,25254.000000000015,0.5886987738356104,0.639889971560446,0.92,69.0,52.75406429173634,3.0,5.4999999999999964
NEKIZ,729,19146,-1266,0.91,0.92,14066.666666666672,12800.666666666672,0.6685817751314463,0.7347052473971938,0.92,69.0,42.165128266550404,3.0,4.451780559938107
MAJ3R,953,24669,-1118,0.93,0.92,15971.428571428583,14853.428571428583,0.6021090669029382,0.6474291041967077,0.92,69.0,51.91209666082188,3.0,5.499999999999997
steel,928,24596,-1316,0.92,0.92,16450.000000000007,15134.000000000007,0.6153033013498133,0.6688079362497971,0.92,69.0,49.52451635896067,3.0,5.499999999999997
denis,1278,34257,-2298,0.91,0.92,25533.333333333343,23235.333333333343,0.6782652693853327,0.745346449873992,0.92,69.0,40.97672258757652,3.0,4.41949117662407
interz,751,20013,-473,0.96,0.92,11824.999999999989,11351.999999999989,0.5672312996552236,0.5908659371408579,0.92,69.0,58.22905088629453,3.0,5.499999999999998
Surreal,1195,31610,-1910,0.91,0.92,21222.22222222223,19312.22222222223,0.6109529333192734,0.6713768498013992,0.92,69.0,49.23762101417481,3.0,5.499999999999997
Keoz,742,19489,-1440,0.9,0.92,14400.000000000004,12960.000000000004,0.6649905074657501,0.7388783416286112,0.92,69.0,41.699078598355214,3.0,4.4622420683340955
nafany,1036,26720,-1874,0.9,0.91,18740.000000000004,16866.000000000004,0.6312125748502996,0.7013473053892217,0.91,68.25,45.52799403699016,3.0,5.499999999999997
Aleksib,1103,29058,-1627,0.92,0.91,20337.50000000001,18710.50000000001,0.6439018514694752,0.699893316814647,0.91,68.25,45.688609949880906,3.0,5.499999999999997
seized,755,19346,-1207,0.91,0.91,13411.111111111115,12204.111111111115,0.6308338215192347,0.6932239796914668,0.91,68.25,46.42534316027013,3.0,5.499999999999997
TACO,1281,33535,-1835,0.92,0.91,22937.50000000001,21102.50000000001,0.6292679290293727,0.6839868793797528,0.91,68.25,47.44572621208552,3.0,5.499999999999997
AcilioN,1066,28465,-1969,0.9,0.91,19690.000000000004,17721.000000000004,0.6225540137010365,0.6917266818900405,0.91,68.25,46.590743258627654,3.0,5.499999999999997
TaZ,952,25406,-1750,0.9,0.9,17500.000000000004,15750.000000000004,0.6199322994568214,0.6888136660631349,0.9,67.5,46.53477974813903,3.0,5.499999999999997
Xizt,846,22353,-1426,0.91,0.9,15844.44444444445,14418.44444444445,0.645033975056791,0.7088285440184517,0.9,67.5,44.34811783799013,3.0,5.002890671471348
NEO,827,21766,-1690,0.89,0.9,15363.636363636366,13673.636363636366,0.6282108041733147,0.7058548361497917,0.9,67.5,44.67300084466275,3.0,5.23303593124565
MSL,1078,28558,-2765,0.87,0.89,21269.23076923077,18504.23076923077,0.6479526146519634,0.7447731202896131,0.89,66.75,40.111285097798714,3.0,4.201631341342106
S0tF1k,783,20761,-1810,0.87,0.89,13923.076923076922,12113.076923076922,0.5834534426606099,0.6706361409892068,0.89,66.75,48.12088970443928,3.0,5.4999999999999964
beastik,698,17991,-1579,0.87,0.89,12146.153846153846,10567.153846153846,0.58735778145483,0.6751238867296896,0.89,66.75,47.6360430153025,3.0,5.4999999999999964
neaLaN,714,19061,-1676,0.87,0.89,12892.307692307691,11216.307692307691,0.5884427727982631,0.6763710032163943,0.89,66.75,47.501307151349216,3.0,5.4999999999999964
friberg,1090,29135,-2745,0.87,0.89,21115.384615384613,18370.384615384613,0.6305263296854167,0.724742907684387,0.89,66.75,42.27530748809227,3.0,4.201631341342106
Golden,758,20240,-1980,0.86,0.88,14142.857142857141,12162.857142857141,0.6009316770186335,0.6987577639751552,0.88,66.0,44.71700750782642,3.0,5.2567583241658555
Zeus,767,20425,-1798,0.87,0.88,13830.76923076923,12032.76923076923,0.5891196685811129,0.6771490443461068,0.88,66.0,47.02533748204554,3.0,5.4999999999999964
karrigan,1844,48078,-5011,0.85,0.87,33406.666666666664,28395.666666666664,0.5906166368540011,0.6948431021811777,0.87,65.25,44.76475460913604,3.0,5.2904246201054
JT,869,22516,-2702,0.83,0.85,15894.11764705882,13192.11764705882,0.5858997000825555,0.7059032531115127,0.85,63.75,42.88267754608758,3.0,4.135478009807711
MiGHTYMAX,743,19936,-2226,0.83,0.85,13094.11764705882,10868.11764705882,0.5451503635161928,0.6568076668869793,0.85,63.75,47.948471951867745,3.0,5.499999999999996
gob b,677,17904,-2059,0.83,0.85,12111.76470588235,10052.76470588235,0.561481496083688,0.6764837302213108,0.85,63.75,45.91825092322008,3.0,5.499999999999996
daps,817,21446,-2339,0.84,0.85,14618.749999999996,12279.749999999996,0.5725892940408466,0.6816539214771984,0.85,63.75,45.384778813912604,3.0,5.499999999999996
kRYSTAL,854,22632,-2744,0.82,0.84,15244.44444444444,12500.44444444444,0.5523349436392913,0.6735791995601114,0.84,63.0,45.821701816391965,3.0,5.499999999999997
HooXi,705,18288,-2755,0.78,0.81,12522.727272727274,9767.727272727274,0.5341058219995228,0.6847510538455421,0.81,60.75000000000001,43.53447532364038,3.0,4.304358940390211
HUNDEN,756,20144,-3703,0.74,0.77,14242.307692307691,10539.307692307691,0.5231983564489521,0.7070248060120975,0.77,57.75,39.92179101842247,3.0,2.9988712189651427
